Year,State,total,party.1,%,EV,party.2,%,EV,party.3,%,EV,party.4,%,EV,Party,Notes
1952 - Eisenhower,North Carolina,1210910.00,558107.00,46.1,,652803.00,53.9,14,,,,,,,Democratic,
1952 - Eisenhower,North Dakota,270127.00,191712.00,71,4,76694.00,28.4,,,,,,,,Republican,
1952 - Eisenhower,Ohio,3700758.00,2100391.00,56.8,25,1600367.00,43.2,,,,,,,,Republican,
1952 - Eisenhower,Oklahoma,948984.00,518045.00,54.6,8,430939.00,45.4,,,,,,,,Republican,
1952 - Eisenhower,Oregon,695059.00,420815.00,60.5,6,270579.00,38.9,,,,,,,,Republican,
1952 - Eisenhower,Pennsylvania,4580969.00,2415789.00,52.7,32,2146269.00,46.9,,,,,,,,Republican,
1952 - Eisenhower,Rhode Island,414498.00,210935.00,50.9,4,203293.00,49,,,,,,,,Republican,
1952 - Eisenhower,South Carolina,341087.00,9793.00,2.9,,173004.00,50.7,8,,,,,,,Democratic,
1952 - Eisenhower,South Dakota,294283.00,203857.00,69.3,4,90426.00,30.7,,,,,,,,Republican,
1952 - Eisenhower,Tennessee,892553.00,446147.00,50,11,443710.00,49.7,,,,,,,,Republican,
1952 - Eisenhower,Texas,2075946.00,1102878.00,53.1,24,969228.00,46.7,,,,,,,,Republican,
1952 - Eisenhower,Utah,329554.00,194190.00,58.9,4,135364.00,41.1,,,,,,,,Republican,
1952 - Eisenhower,Vermont,153557.00,109717.00,71.5,3,43355.00,28.2,,,,,,,,Republican,
1952 - Eisenhower,Virginia,619689.00,349037.00,56.3,12,268677.00,43.4,,,,,,,,Republican,
1952 - Eisenhower,Washington,1102708.00,599107.00,54.3,9,492845.00,44.7,,,,,,,,Republican,
1952 - Eisenhower,West Virginia,873548.00,419970.00,48.1,,453578.00,51.9,8,,,,,,,Democratic,
1952 - Eisenhower,Wisconsin,1607370.00,979744.00,61,12,622175.00,38.7,,,,,,,,Republican,
1952 - Eisenhower,Wyoming,129253.00,81049.00,62.7,3,47934.00,37.1,,,,,,,,Republican,
1956 - Eisenhower,Alabama,496861.00,195694.00,39.4,,280844.00,56.5,10*,,,,,,,Democratic,
1956 - Eisenhower,Arizona,290173.00,176990.00,61,4,112880.00,38.9,,,,,,,,Republican,
1956 - Eisenhower,Arkansas,406572.00,186287.00,45.8,,213277.00,52.5,8,,,,,,,Democratic,
1956 - Eisenhower,California,5466355.00,3027668.00,55.4,32,2420135.00,44.3,,,,,,,,Republican,
1956 - Eisenhower,Colorado,657074.00,394479.00,60,6,257997.00,39.3,,,,,,,,Republican,
1956 - Eisenhower,Connecticut,1117121.00,711837.00,63.7,8,405079.00,36.3,,,,,,,,Republican,
1956 - Eisenhower,Delaware,177988.00,98057.00,55.1,3,79421.00,44.6,,,,,,,,Republican,
1956 - Eisenhower,Florida,1125762.00,643849.00,57.2,10,480371.00,42.7,,,,,,,,Republican,
1956 - Eisenhower,Georgia,669655.00,222778.00,33.3,,444688.00,66.4,12,,,,,,,Democratic,
1956 - Eisenhower,Idaho,272989.00,166979.00,61.2,4,105868.00,38.8,,,,,,,,Republican,
1956 - Eisenhower,Illinois,4407407.00,2623327.00,59.5,27,1775682.00,40.3,,,,,,,,Republican,
1956 - Eisenhower,Indiana,1974607.00,1182811.00,59.9,13,783908.00,39.7,,,,,,,,Republican,
1956 - Eisenhower,Iowa,1234564.00,729187.00,59.1,10,501858.00,40.7,,,,,,,,Republican,
1956 - Eisenhower,Kansas,866243.00,566878.00,65.4,8,296317.00,34.2,,,,,,,,Republican,
1956 - Eisenhower,Kentucky,1053805.00,572192.00,54.3,10,476453.00,45.2,,,,,,,,Republican,
1956 - Eisenhower,Louisiana,617544.00,329047.00,53.3,10,243977.00,39.5,,,,,,,,Republican,
1956 - Eisenhower,Maine,351706.00,249238.00,70.9,5,102468.00,29.1,,,,,,,,Republican,
1956 - Eisenhower,Maryland,932827.00,559738.00,60,9,372613.00,39.9,,,,,,,,Republican,
1956 - Eisenhower,Massachusetts,2348506.00,1393197.00,59.3,16,948190.00,40.4,,,,,,,,Republican,
1956 - Eisenhower,Michigan,3080468.00,1713647.00,55.6,20,1359898.00,44.1,,,,,,,,Republican,
1956 - Eisenhower,Minnesota,1340005.00,719302.00,53.7,11,617525.00,46.1,,,,,,,,Republican,
1956 - Eisenhower,Mississippi,248104.00,60685.00,24.5,,144453.00,58.2,8,,,,,,,Democratic,
1956 - Eisenhower,Missouri,1832562.00,914289.00,49.9,,918273.00,50.1,13,,,,,,,Democratic,
1956 - Eisenhower,Montana,271171.00,154933.00,57.1,4,116238.00,42.9,,,,,,,,Republican,
1956 - Eisenhower,Nebraska,577137.00,378108.00,65.5,6,199029.00,34.5,,,,,,,,Republican,
1956 - Eisenhower,Nevada,96689.00,56049.00,58,3,40640.00,42,,,,,,,,Republican,
1956 - Eisenhower,New Hampshire,266994.00,176519.00,66.1,4,90364.00,33.8,,,,,,,,Republican,
1956 - Eisenhower,New Jersey,2484312.00,1606942.00,64.7,16,850337.00,34.2,,,,,,,,Republican,
1956 - Eisenhower,New Mexico,253926.00,146788.00,57.8,4,106098.00,41.8,,,,,,,,Republican,
1956 - Eisenhower,New York,7095971.00,4345506.00,61.2,45,2747944.00,38.7,,,,,,,,Republican,
1956 - Eisenhower,North Carolina,1165592.00,575062.00,49.3,,590530.00,50.7,14,,,,,,,Democratic,
1956 - Eisenhower,North Dakota,253991.00,156766.00,61.7,4,96742.00,38.1,,,,,,,,Republican,
1956 - Eisenhower,Ohio,3702265.00,2262610.00,61.1,25,1439655.00,38.9,,,,,,,,Republican,
1956 - Eisenhower,Oklahoma,859350.00,473769.00,55.1,8,385581.00,44.9,,,,,,,,Republican,
1956 - Eisenhower,Oregon,736132.00,406393.00,55.2,6,329204.00,44.7,,,,,,,,Republican,
1956 - Eisenhower,Pennsylvania,4576503.00,2585252.00,56.5,32,1981769.00,43.3,,,,,,,,Republican,
1956 - Eisenhower,Rhode Island,387609.00,225819.00,58.3,4,161790.00,41.7,,,,,,,,Republican,
1956 - Eisenhower,South Carolina,300583.00,75700.00,25.2,,136372.00,45.4,8,,,,,,,Democratic,
1956 - Eisenhower,South Dakota,293857.00,171569.00,58.4,4,122288.00,41.6,,,,,,,,Republican,
1956 - Eisenhower,Tennessee,939404.00,462288.00,49.2,11,456507.00,48.6,,,,,,,,Republican,
1956 - Eisenhower,Texas,1955168.00,1080619.00,55.3,24,859958.00,44,,,,,,,,Republican,
1956 - Eisenhower,Utah,333995.00,215631.00,64.6,4,118364.00,35.4,,,,,,,,Republican,
1956 - Eisenhower,Vermont,152978.00,110390.00,72.2,3,42549.00,27.8,,,,,,,,Republican,
1956 - Eisenhower,Virginia,697978.00,386459.00,55.4,12,267760.00,38.4,,,,,,,,Republican,
1956 - Eisenhower,Washington,1150889.00,620430.00,53.9,9,523002.00,45.4,,,,,,,,Republican,
1956 - Eisenhower,West Virginia,830831.00,449297.00,54.1,8,381534.00,45.9,,,,,,,,Republican,
1956 - Eisenhower,Wisconsin,1550558.00,954844.00,61.6,12,586768.00,37.8,,,,,,,,Republican,
1956 - Eisenhower,Wyoming,124127.00,74573.00,60.1,3,49554.00,39.9,,,,,,,,Republican,
1960 - Kennedy,Alabama,570225.00,324050.00,56.8,5*,237981.00,41.7,,,,,,,,Democratic,
1960 - Kennedy,Alaska,60762.00,29809.00,49.1,,30953.00,50.9,3,,,,,,,Republican,
1960 - Kennedy,Arizona,398491.00,176781.00,44.4,,221241.00,55.5,4,,,,,,,Republican,
1960 - Kennedy,Arkansas,428509.00,215049.00,50.2,8,184508.00,43.1,,,,,,,,Democratic,
1960 - Kennedy,California,6506578.00,3224099.00,49.6,,3259722.00,50.1,32,,,,,,,Republican,
1960 - Kennedy,Colorado,736236.00,330629.00,44.9,,402242.00,54.6,6,,,,,,,Republican,
1960 - Kennedy,Connecticut,1222883.00,657055.00,53.7,8,565813.00,46.3,,,,,,,,Democratic,
1960 - Kennedy,Delaware,196683.00,99590.00,50.6,3,96373.00,49,,,,,,,,Democratic,
1960 - Kennedy,Florida,1544176.00,748700.00,48.5,,795476.00,51.5,10,,,,,,,Republican,
1960 - Kennedy,Georgia,733349.00,458638.00,62.5,12,274472.00,37.4,,,,,,,,Democratic,
1960 - Kennedy,Hawaii,184705.00,92410.00,50,3,92295.00,50,,,,,,,,Democratic,
1960 - Kennedy,Idaho,300450.00,138853.00,46.2,,161597.00,53.8,4,,,,,,,Republican,
1960 - Kennedy,Illinois,4757409.00,2377846.00,50,27,2368988.00,49.8,,,,,,,,Democratic,
1960 - Kennedy,Indiana,2135360.00,952358.00,44.6,,1175120.00,55,13,,,,,,,Republican,
1960 - Kennedy,Iowa,1273810.00,550565.00,43.2,,722381.00,56.7,10,,,,,,,Republican,
1960 - Kennedy,Kansas,928825.00,363213.00,39.1,,561474.00,60.4,8,,,,,,,Republican,
1960 - Kennedy,Kentucky,1124462.00,521855.00,46.4,,602607.00,53.6,10,,,,,,,Republican,
1960 - Kennedy,Louisiana,807891.00,407339.00,50.4,10,230980.00,28.6,,,,,,,,Democratic,
1960 - Kennedy,Maine,421767.00,181159.00,43,,240608.00,57,5,,,,,,,Republican,
1960 - Kennedy,Maryland,1055349.00,565808.00,53.6,9,489538.00,46.4,,,,,,,,Democratic,
1960 - Kennedy,Massachusetts,2469480.00,1487174.00,60.2,16,976750.00,39.6,,,,,,,,Democratic,
1960 - Kennedy,Michigan,3318097.00,1687269.00,50.9,20,1620428.00,48.8,,,,,,,,Democratic,
1960 - Kennedy,Minnesota,1541887.00,779933.00,50.6,11,757915.00,49.2,,,,,,,,Democratic,
1960 - Kennedy,Mississippi,298171.00,108362.00,36.3,*,73561.00,24.7,*,,,,,,,Democratic,
1960 - Kennedy,Missouri,1934422.00,972201.00,50.3,13,962221.00,49.7,,,,,,,,Democratic,
1960 - Kennedy,Montana,277579.00,134891.00,48.6,,141841.00,51.1,4,,,,,,,Republican,
1960 - Kennedy,Nebraska,613095.00,232542.00,37.9,,380553.00,62.1,6,,,,,,,Republican,
1960 - Kennedy,Nevada,107267.00,54880.00,51.2,3,52387.00,48.8,,,,,,,,Democratic,
1960 - Kennedy,New Hampshire,295761.00,137772.00,46.6,,157989.00,53.4,4,,,,,,,Republican,
1960 - Kennedy,New Jersey,2773111.00,1385415.00,50,16,1363324.00,49.2,,,,,,,,Democratic,
1960 - Kennedy,New Mexico,311107.00,156027.00,50.2,4,153733.00,49.4,,,,,,,,Democratic,
1960 - Kennedy,New York,7291079.00,3830085.00,52.5,45,3446419.00,47.3,,,,,,,,Democratic,
1960 - Kennedy,North Carolina,1368556.00,713136.00,52.1,14,655420.00,47.9,,,,,,,,Democratic,
1960 - Kennedy,North Dakota,278431.00,123963.00,44.5,,154310.00,55.4,4,,,,,,,Republican,
1960 - Kennedy,Ohio,4161859.00,1944248.00,46.7,,2217611.00,53.3,25,,,,,,,Republican,
1960 - Kennedy,Oklahoma,903150.00,370111.00,41,,533039.00,59,7*,,,,,,,Republican,
1960 - Kennedy,Oregon,776421.00,367402.00,47.3,,408060.00,52.6,6,,,,,,,Republican,
1960 - Kennedy,Pennsylvania,5006541.00,2556282.00,51.1,32,2439956.00,48.7,,,,,,,,Democratic,
1960 - Kennedy,Rhode Island,405535.00,258032.00,63.6,4,147502.00,36.4,,,,,,,,Democratic,
1960 - Kennedy,South Carolina,386688.00,198129.00,51.2,8,188558.00,48.8,,,,,,,,Democratic,
1960 - Kennedy,South Dakota,306487.00,128070.00,41.8,,178417.00,58.2,4,,,,,,,Republican,
1960 - Kennedy,Tennessee,1051792.00,481453.00,45.8,,556577.00,52.9,11,,,,,,,Republican,
1960 - Kennedy,Texas,2311084.00,1167567.00,50.5,24,1121310.00,48.5,,,,,,,,Democratic,
1960 - Kennedy,Utah,374709.00,169248.00,45.2,,205361.00,54.8,4,,,,,,,Republican,
1960 - Kennedy,Vermont,167324.00,69186.00,41.3,,98131.00,58.6,3,,,,,,,Republican,
1960 - Kennedy,Virginia,771449.00,362327.00,47,,404521.00,52.4,12,,,,,,,Republican,
1960 - Kennedy,Washington,1241572.00,599298.00,48.3,,629273.00,50.7,9,,,,,,,Republican,
1960 - Kennedy,West Virginia,837781.00,441786.00,52.7,8,395995.00,47.3,,,,,,,,Democratic,
1960 - Kennedy,Wisconsin,1729082.00,830805.00,48,,895175.00,51.8,12,,,,,,,Republican,
1960 - Kennedy,Wyoming,140782.00,63331.00,45,,77451.00,55,3,,,,,,,Republican,
1964 - Johnson,Alabama,689818.00,210733.00,0,,479085.00,69.5,10,,,,,,,Republican,
1964 - Johnson,Alaska,67259.00,44329.00,65.9,3,22930.00,34.1,,,,,,,,Democratic,
1964 - Johnson,Arizona,480770.00,237753.00,49.5,,242535.00,50.4,5,,,,,,,Republican,
1964 - Johnson,Arkansas,560426.00,314197.00,56.1,6,243264.00,43.4,,,,,,,,Democratic,
1964 - Johnson,California,7057586.00,4171877.00,59.1,40,2879108.00,40.8,,,,,,,,Democratic,
1964 - Johnson,Colorado,776986.00,476024.00,61.3,6,296767.00,38.2,,,,,,,,Democratic,
1964 - Johnson,Connecticut,1218578.00,826269.00,67.8,8,390996.00,32.1,,,,,,,,Democratic,
1964 - Johnson,Delaware,201320.00,122704.00,60.9,3,78078.00,38.8,,,,,,,,Democratic,
1964 - Johnson,Dist. of Col.,198597.00,169796.00,85.5,3,28801.00,14.5,,,,,,,,Democratic,
1964 - Johnson,Florida,1854481.00,948540.00,51.1,14,905941.00,48.9,,,,,,,,Democratic,
1964 - Johnson,Georgia,1139335.00,522556.00,45.9,,616584.00,54.1,12,,,,,,,Republican,
1964 - Johnson,Hawaii,207271.00,163249.00,78.8,4,44022.00,21.2,,,,,,,,Democratic,
1964 - Johnson,Idaho,292477.00,148920.00,50.9,4,143557.00,49.1,,,,,,,,Democratic,
1964 - Johnson,Illinois,4702841.00,2796833.00,59.5,26,1905946.00,40.5,,,,,,,,Democratic,
1964 - Johnson,Indiana,2091606.00,1170848.00,56,13,911118.00,43.6,,,,,,,,Democratic,
1964 - Johnson,Iowa,1184539.00,733030.00,61.9,9,449148.00,37.9,,,,,,,,Democratic,
1964 - Johnson,Kansas,857901.00,464028.00,54.1,7,386579.00,45.1,,,,,,,,Democratic,
1964 - Johnson,Kentucky,1046105.00,669659.00,64,9,372977.00,35.7,,,,,,,,Democratic,
1964 - Johnson,Louisiana,896293.00,387068.00,43.2,,509225.00,56.8,10,,,,,,,Republican,
1964 - Johnson,Maine,380965.00,262264.00,68.8,4,118701.00,31.2,,,,,,,,Democratic,
1964 - Johnson,Maryland,1116457.00,730912.00,65.5,10,385495.00,34.5,,,,,,,,Democratic,
1964 - Johnson,Massachusetts,2344798.00,1786422.00,76.2,14,549727.00,23.4,,,,,,,,Democratic,
1964 - Johnson,Michigan,3203102.00,2136615.00,66.7,21,1060152.00,33.1,,,,,,,,Democratic,
1964 - Johnson,Minnesota,1554462.00,991117.00,63.8,10,559624.00,36,,,,,,,,Democratic,
1964 - Johnson,Mississippi,409146.00,52618.00,12.9,,356528.00,87.1,7,,,,,,,Republican,
1964 - Johnson,Missouri,1817879.00,1164344.00,64,12,653535.00,36,,,,,,,,Democratic,
1964 - Johnson,Montana,278628.00,164246.00,58.9,4,113032.00,40.6,,,,,,,,Democratic,
1964 - Johnson,Nebraska,584154.00,307307.00,52.6,5,276847.00,47.4,,,,,,,,Democratic,
1964 - Johnson,Nevada,135433.00,79339.00,58.6,3,56094.00,41.4,,,,,,,,Democratic,
1964 - Johnson,New Hampshire,288093.00,184064.00,63.9,4,104029.00,36.1,,,,,,,,Democratic,
1964 - Johnson,New Jersey,2847663.00,1868231.00,65.6,17,964174.00,33.9,,,,,,,,Democratic,
1964 - Johnson,New Mexico,328645.00,194015.00,59,4,132838.00,40.4,,,,,,,,Democratic,
1964 - Johnson,New York,7166275.00,4913102.00,68.6,43,2243559.00,31.3,,,,,,,,Democratic,
1964 - Johnson,North Carolina,1424983.00,800139.00,56.2,13,624844.00,43.8,,,,,,,,Democratic,
1964 - Johnson,North Dakota,258389.00,149784.00,58,4,108207.00,41.9,,,,,,,,Democratic,
1964 - Johnson,Ohio,3969196.00,2498331.00,62.9,26,1470865.00,37.1,,,,,,,,Democratic,
1964 - Johnson,Oklahoma,932499.00,519834.00,55.7,8,412665.00,44.3,,,,,,,,Democratic,
1964 - Johnson,Oregon,786305.00,501017.00,63.7,6,282779.00,36,,,,,,,,Democratic,
1964 - Johnson,Pennsylvania,4822690.00,3130954.00,64.9,29,1673657.00,34.7,,,,,,,,Democratic,
1964 - Johnson,Rhode Island,390091.00,315463.00,80.9,4,74615.00,19.1,,,,,,,,Democratic,
1964 - Johnson,South Carolina,524779.00,215723.00,41.1,,309048.00,58.9,8,,,,,,,Republican,
1964 - Johnson,South Dakota,293118.00,163010.00,55.6,4,130108.00,44.4,,,,,,,,Democratic,
1964 - Johnson,Tennessee,1143946.00,634947.00,55.5,11,508965.00,44.5,,,,,,,,Democratic,
1964 - Johnson,Texas,2626811.00,1663185.00,63.3,25,958566.00,36.5,,,,,,,,Democratic,
1964 - Johnson,Utah,401413.00,219628.00,54.7,4,181785.00,45.3,,,,,,,,Democratic,
1964 - Johnson,Vermont,163089.00,108127.00,66.3,3,54942.00,33.7,,,,,,,,Democratic,
1964 - Johnson,Virginia,1042267.00,558038.00,53.5,12,481334.00,46.2,,,,,,,,Democratic,
1964 - Johnson,Washington,1258556.00,779881.00,62,9,470366.00,37.4,,,,,,,,Democratic,
1964 - Johnson,West Virginia,792040.00,538087.00,67.9,7,253953.00,32.1,,,,,,,,Democratic,
1964 - Johnson,Wisconsin,1691815.00,1050424.00,62.1,12,638495.00,37.7,,,,,,,,Democratic,
1964 - Johnson,Wyoming,142716.00,80718.00,56.6,3,61998.00,43.4,,,,,,,,Democratic,
1968 - Nixon,Alabama,1049922.00,146923.00,14,,196579.00,18.7,,691425.00,65.9,10,,,,Other,
1968 - Nixon,Alaska,83035.00,37600.00,45.3,3,35411.00,42.6,,10024.00,12.1, ,,,,Republican,
1968 - Nixon,Arizona,486936.00,266721.00,54.8,5,170514.00,35,,46573.00,9.6, ,,,,Republican,
1968 - Nixon,Arkansas,619969.00,190759.00,30.8,,188228.00,30.4,,240982.00,38.9,6,,,,Other,
1968 - Nixon,California,7251587.00,3467664.00,47.8,40,3244318.00,44.7,,487270.00,6.7, ,,,,Republican,
1968 - Nixon,Colorado,811199.00,409345.00,50.5,6,335174.00,41.3,,60813.00,7.5, ,,,,Republican,
1968 - Nixon,Connecticut,1256232.00,556721.00,44.3,,621561.00,49.5,8,76650.00,6.1, ,,,,Democratic,
1968 - Nixon,Delaware,214367.00,96714.00,45.1,3,89194.00,41.6,,28459.00,13.3, ,,,,Republican,
1968 - Nixon,Dist. of Col.,170578.00,31012.00,18.2,,139566.00,81.8,3,0.00,0, ,,,,Democratic,
1968 - Nixon,Florida,2187805.00,886804.00,40.5,14,676794.00,30.9,,624207.00,28.5, ,,,,Republican,
1968 - Nixon,Georgia,1250266.00,380111.00,30.4,,334440.00,26.7,,535550.00,42.8,12,,,,Other,
1968 - Nixon,Hawaii,236218.00,91425.00,38.7,,141324.00,59.8,4,3469.00,1.5, ,,,,Democratic,
1968 - Nixon,Idaho,291183.00,165369.00,56.8,4,89273.00,30.7,,36541.00,12.5, ,,,,Republican,
1968 - Nixon,Illinois,4619749.00,2174774.00,47.1,26,2039814.00,44.2,,390958.00,8.5, ,,,,Republican,
1968 - Nixon,Indiana,2123597.00,1067885.00,50.3,13,806659.00,38,,243108.00,11.4, ,,,,Republican,
1968 - Nixon,Iowa,1167931.00,619106.00,53,9,476699.00,40.8,,66422.00,5.7, ,,,,Republican,
1968 - Nixon,Kansas,872783.00,478674.00,54.8,7,302996.00,34.7,,88921.00,10.2, ,,,,Republican,
1968 - Nixon,Kentucky,1055893.00,462411.00,43.8,9,397541.00,37.6,,193098.00,18.3, ,,,,Republican,
1968 - Nixon,Louisiana,1097450.00,257535.00,23.5,,309615.00,28.2,,530300.00,48.3,10,,,,Other,
1968 - Nixon,Maine,392936.00,169254.00,43.1,,217312.00,55.3,4,6370.00,1.6, ,,,,Democratic,
1968 - Nixon,Maryland,1235039.00,517995.00,41.9,,538310.00,43.6,10,178734.00,14.5, ,,,,Democratic,
1968 - Nixon,Massachusetts,2331752.00,766844.00,32.9,,1469218.00,63,14,87088.00,3.7, ,,,,Democratic,
1968 - Nixon,Michigan,3306250.00,1370665.00,41.5,,1593082.00,48.2,21,331968.00,10, ,,,,Democratic,
1968 - Nixon,Minnesota,1588506.00,658643.00,41.5,,857738.00,54,10,68931.00,4.3, ,,,,Democratic,
1968 - Nixon,Mississippi,654509.00,88516.00,13.5,,150644.00,23,,415349.00,63.5,7,,,,Other,
1968 - Nixon,Missouri,1809502.00,811932.00,44.9,12,791444.00,43.7,,206126.00,11.4, ,,,,Republican,
1968 - Nixon,Montana,274404.00,138835.00,50.6,4,114117.00,41.6,,20015.00,7.3, ,,,,Republican,
1968 - Nixon,Nebraska,536851.00,321163.00,59.8,5,170784.00,31.8,,44904.00,8.4, ,,,,Republican,
1968 - Nixon,Nevada,154218.00,73188.00,47.5,3,60598.00,39.3,,20432.00,13.2, ,,,,Republican,
1968 - Nixon,New Hampshire,297298.00,154903.00,52.1,4,130589.00,43.9,,11173.00,3.8, ,,,,Republican,
1968 - Nixon,New Jersey,2875395.00,1325467.00,46.1,17,1264206.00,44,,262187.00,9.1, ,,,,Republican,
1968 - Nixon,New Mexico,327350.00,169692.00,51.8,4,130081.00,39.7,,25737.00,7.9, ,,,,Republican,
1968 - Nixon,New York,6791688.00,3007932.00,44.3,,3378470.00,49.7,43,358864.00,5.3, ,,,,Democratic,
1968 - Nixon,North Carolina,1587493.00,627192.00,39.5,12,464113.00,29.2,,496188.00,31.3,1,,,,Republican,
1968 - Nixon,North Dakota,247882.00,138669.00,55.9,4,94769.00,38.2,,14244.00,5.7, ,,,,Republican,
1968 - Nixon,Ohio,3959698.00,1791014.00,45.2,26,1700586.00,42.9,,467495.00,11.8, ,,,,Republican,
1968 - Nixon,Oklahoma,943086.00,449697.00,47.7,8,301658.00,32,,191731.00,20.3, ,,,,Republican,
1968 - Nixon,Oregon,819622.00,408433.00,49.8,6,358866.00,43.8,,49683.00,6.1, ,,,,Republican,
1968 - Nixon,Pennsylvania,4747928.00,2090017.00,44,,2259405.00,47.6,29,378582.00,8, ,,,,Democratic,
1968 - Nixon,Rhode Island,385000.00,122359.00,31.8,,246518.00,64,4,15678.00,4.1, ,,,,Democratic,
1968 - Nixon,South Carolina,666978.00,254062.00,38.1,8,197486.00,29.6,,215430.00,32.3, ,,,,Republican,
1968 - Nixon,South Dakota,281264.00,149841.00,53.3,4,118023.00,42,,13400.00,4.8, ,,,,Republican,
1968 - Nixon,Tennessee,1248617.00,472592.00,37.8,11,351233.00,28.1,,424792.00,34, ,,,,Republican,
1968 - Nixon,Texas,3079216.00,1227844.00,39.9,,1266804.00,41.1,25,584269.00,19, ,,,,Democratic,
1968 - Nixon,Utah,422568.00,238728.00,56.5,4,156665.00,31.1,,26906.00,6.4, ,,,,Republican,
1968 - Nixon,Vermont,161404.00,85142.00,52.8,3,70255.00,43.5,,5104.00,3.2, ,,,,Republican,
1968 - Nixon,Virginia,1361491.00,590319.00,43.4,12,442387.00,32.5,,321833.00,23.6, ,,,,Republican,
1968 - Nixon,Washington,1304281.00,588510.00,45.1,,616037.00,47.2,9,96990.00,7.4, ,,,,Democratic,
1968 - Nixon,West Virginia,754206.00,307555.00,40.8,,374091.00,49.6,7,72560.00,9.6, ,,,,Democratic,
1968 - Nixon,Wisconsin,1691538.00,809997.00,47.9,12,748804.00,44.3,,127835.00,7.6, ,,,,Republican,
1968 - Nixon,Wyoming,127205.00,70927.00,55.8,3,45173.00,35.5,,11105.00,8.7, ,,,,Republican,
1972 - Nixon,Alabama,1006111.00,728701.00,72.4,9,256923.00,25.5,,,,,,,,Republican,
1972 - Nixon,Alaska,95219.00,55349.00,58.1,3,32967.00,34.6,,,,,,,,Republican,
1972 - Nixon,Arizona,622926.00,402812.00,64.7,6,198540.00,31.9,,,,,,,,Republican,
1972 - Nixon,Arkansas,651320.00,448541.00,68.9,6,199892.00,30.7,,,,,,,,Republican,
1972 - Nixon,California,8367862.00,4602096.00,55,45,3475847.00,41.5,,,,,,,,Republican,
1972 - Nixon,Colorado,953884.00,597189.00,62.6,7,329980.00,34.6,,,,,,,,Republican,
1972 - Nixon,Connecticut,1384277.00,810763.00,58.6,8,555498.00,40.1,,,,,,,,Republican,
1972 - Nixon,Delaware,235516.00,140357.00,59.6,3,92283.00,39.2,,,,,,,,Republican,
1972 - Nixon,Dist. of Col.,163421.00,35226.00,21.6,,127627.00,78.1,3,,,,,,,Democratic,
1972 - Nixon,Florida,2583283.00,1857759.00,71.9,17,718117.00,27.8,,,,,,,,Republican,
1972 - Nixon,Georgia,1174772.00,881496.00,75,12,289529.00,24.6,,,,,,,,Republican,
1972 - Nixon,Hawaii,270274.00,168865.00,62.5,4,101409.00,37.5,,,,,,,,Republican,
1972 - Nixon,Idaho,310379.00,199384.00,64.2,4,80826.00,26,,,,,,,,Republican,
1972 - Nixon,Illinois,4723236.00,2788179.00,59,26,1913472.00,40.5,,,,,,,,Republican,
1972 - Nixon,Indiana,2125529.00,1405154.00,66.1,13,708568.00,33.3,,,,,,,,Republican,
1972 - Nixon,Iowa,1225944.00,706207.00,57.6,8,496206.00,40.5,,,,,,,,Republican,
1972 - Nixon,Kansas,916095.00,619812.00,67.7,7,270287.00,29.5,,,,,,,,Republican,
1972 - Nixon,Kentucky,1067499.00,676446.00,63.4,9,371159.00,34.8,,,,,,,,Republican,
1972 - Nixon,Louisiana,1051491.00,686852.00,65.3,10,298142.00,28.4,,,,,,,,Republican,
1972 - Nixon,Maine,417042.00,256458.00,61.5,4,160584.00,38.5,,,,,,,,Republican,
1972 - Nixon,Maryland,1353812.00,829305.00,61.3,10,505781.00,37.4,,,,,,,,Republican,
1972 - Nixon,Massachusetts,2458756.00,1112078.00,45.2,,1332540.00,54.2,14,,,,,,,Democratic,
1972 - Nixon,Michigan,3489727.00,1961721.00,56.2,21,1459435.00,41.8,,,,,,,,Republican,
1972 - Nixon,Minnesota,1741652.00,898269.00,51.6,10,802346.00,46.1,,,,,,,,Republican,
1972 - Nixon,Mississippi,645963.00,505125.00,78.2,7,126782.00,19.6,,,,,,,,Republican,
1972 - Nixon,Missouri,1855803.00,1153852.00,62.2,12,697147.00,37.6,,,,,,,,Republican,
1972 - Nixon,Montana,317603.00,183976.00,57.9,4,120197.00,37.8,,,,,,,,Republican,
1972 - Nixon,Nebraska,576289.00,406298.00,70.5,5,169991.00,29.5,,,,,,,,Republican,
1972 - Nixon,Nevada,181766.00,115750.00,63.7,3,66016.00,36.3,,,,,,,,Republican,
1972 - Nixon,New Hampshire,334055.00,213724.00,64,4,116435.00,34.9,,,,,,,,Republican,
