Year,State,total,party.1,%,EV,party.2,%,EV,party.3,%,EV,party.4,%,EV,Party,Notes
1932 - Roosevelt,Maryland,511054.00,314314.00,61.5,8,184184.00,36,,,,,,,,Democratic,
1932 - Roosevelt,Massachusetts,1580114.00,800148.00,50.6,17,736959.00,46.6,,,,,,,,Democratic,
1932 - Roosevelt,Michigan,1664765.00,871700.00,52.4,19,739894.00,44.4,,,,,,,,Democratic,
1932 - Roosevelt,Minnesota,1002843.00,600806.00,59.9,11,363959.00,36.3,,,,,,,,Democratic,
1932 - Roosevelt,Mississippi,146034.00,140168.00,96,9,5180.00,3.5,,,,,,,,Democratic,
1932 - Roosevelt,Missouri,1609894.00,1025406.00,63.7,15,564713.00,35.1,,,,,,,,Democratic,
1932 - Roosevelt,Montana,216479.00,127286.00,58.8,4,78078.00,36.1,,,,,,,,Democratic,
1932 - Roosevelt,Nebraska,570135.00,359082.00,63,7,201177.00,35.3,,,,,,,,Democratic,
1932 - Roosevelt,Nevada,41430.00,28756.00,69.4,3,12674.00,30.6,,,,,,,,Democratic,
1932 - Roosevelt,New Hampshire,205520.00,100680.00,49,,103629.00,50.4,4,,,,,,,Republican,
1932 - Roosevelt,New Jersey,1630063.00,806630.00,49.5,16,775684.00,47.6,,,,,,,,Democratic,
1932 - Roosevelt,New Mexico,151606.00,95089.00,62.7,3,54217.00,35.8,,,,,,,,Democratic,
1932 - Roosevelt,New York,4688614.00,2534959.00,54.1,47,1937963.00,41.3,,,,,,,,Democratic,
1932 - Roosevelt,North Carolina,711498.00,497566.00,69.9,13,208344.00,29.3,,,,,,,,Democratic,
1932 - Roosevelt,North Dakota,256290.00,178350.00,69.6,4,71772.00,28,,,,,,,,Democratic,
1932 - Roosevelt,Ohio,2609728.00,1301695.00,49.9,26,1227319.00,47,,,,,,,,Democratic,
1932 - Roosevelt,Oklahoma,704633.00,516468.00,73.3,11,188165.00,26.7,,,,,,,,Democratic,
1932 - Roosevelt,Oregon,368751.00,213871.00,58,5,136019.00,36.9,,,,,,,,Democratic,
1932 - Roosevelt,Pennsylvania,2859021.00,1295948.00,45.3,,1453540.00,50.8,36,,,,,,,Republican,
1932 - Roosevelt,Rhode Island,266170.00,146604.00,55.1,4,115266.00,43.3,,,,,,,,Democratic,
1932 - Roosevelt,South Carolina,104407.00,102347.00,98,8,1978.00,1.9,,,,,,,,Democratic,
1932 - Roosevelt,South Dakota,288438.00,183515.00,63.6,4,99212.00,34.4,,,,,,,,Democratic,
1932 - Roosevelt,Tennessee,390273.00,259473.00,66.5,11,126752.00,32.5,,,,,,,,Democratic,
1932 - Roosevelt,Texas,863406.00,760348.00,88.1,23,97959.00,11.3,,,,,,,,Democratic,
1932 - Roosevelt,Utah,206578.00,116750.00,56.5,4,84795.00,41,,,,,,,,Democratic,
1932 - Roosevelt,Vermont,136980.00,56266.00,41.1,,78984.00,57.7,3,,,,,,,Republican,
1932 - Roosevelt,Virginia,297942.00,203979.00,68.5,11,89637.00,30.1,,,,,,,,Democratic,
1932 - Roosevelt,Washington,614814.00,353260.00,57.5,8,208645.00,33.9,,,,,,,,Democratic,
1932 - Roosevelt,West Virginia,743774.00,405124.00,54.5,8,330731.00,44.5,,,,,,,,Democratic,
1932 - Roosevelt,Wisconsin,1114814.00,707410.00,63.5,12,347741.00,31.2,,,,,,,,Democratic,
1932 - Roosevelt,Wyoming,96962.00,54370.00,56.1,3,39583.00,40.8,,,,,,,,Democratic,
1936 - Roosevelt,Alabama,275744.00,238196.00,86.4,11,35358.00,12.8, ,,,,,,,Democratic,
1936 - Roosevelt,Arizona,124163.00,86722.00,69.8,3,33433.00,26.9, ,,,,,,,Democratic,
1936 - Roosevelt,Arkansas,179431.00,146765.00,81.8,9,32049.00,17.9, ,,,,,,,Democratic,
1936 - Roosevelt,California,2638882.00,1766836.00,67,22,836431.00,31.7, ,,,,,,,Democratic,
1936 - Roosevelt,Colorado,488685.00,295021.00,60.4,6,181267.00,37.1, ,,,,,,,Democratic,
1936 - Roosevelt,Connecticut,690723.00,382129.00,55.3,8,278685.00,40.3, ,,,,,,,Democratic,
1936 - Roosevelt,Delaware,127603.00,69702.00,54.6,3,54014.00,42.3, ,,,,,,,Democratic,
1936 - Roosevelt,Florida,327436.00,249117.00,76.1,7,78248.00,23.9, ,,,,,,,Democratic,
1936 - Roosevelt,Georgia,293170.00,255363.00,87.1,12,36943.00,12.6, ,,,,,,,Democratic,
1936 - Roosevelt,Idaho,199617.00,125683.00,63,4,66256.00,33.2, ,,,,,,,Democratic,
1936 - Roosevelt,Illinois,3956522.00,2282999.00,57.7,29,1570393.00,39.7, ,,,,,,,Democratic,
1936 - Roosevelt,Indiana,1650897.00,934974.00,56.6,14,691570.00,41.9, ,,,,,,,Democratic,
1936 - Roosevelt,Iowa,1142737.00,621756.00,54.4,11,487977.00,42.7, ,,,,,,,Democratic,
1936 - Roosevelt,Kansas,865507.00,464520.00,53.7,9,397727.00,46, ,,,,,,,Democratic,
1936 - Roosevelt,Kentucky,926214.00,541944.00,58.5,11,369702.00,39.9, ,,,,,,,Democratic,
1936 - Roosevelt,Louisiana,329778.00,292894.00,88.8,10,36791.00,11.2, ,,,,,,,Democratic,
1936 - Roosevelt,Maine,304240.00,126333.00,41.5, ,168823.00,55.5,5,,,,,,,Republican,
1936 - Roosevelt,Maryland,624896.00,389612.00,62.3,8,231435.00,37, ,,,,,,,Democratic,
1936 - Roosevelt,Massachusetts,1840357.00,942716.00,51.2,17,768613.00,41.8, ,,,,,,,Democratic,
1936 - Roosevelt,Michigan,1805098.00,1016794.00,56.3,19,699733.00,38.8, ,,,,,,,Democratic,
1936 - Roosevelt,Minnesota,1129975.00,698811.00,61.8,11,350461.00,31, ,,,,,,,Democratic,
1936 - Roosevelt,Mississippi,162142.00,157333.00,97,9,4467.00,2.8, ,,,,,,,Democratic,
1936 - Roosevelt,Missouri,1828635.00,1111043.00,60.8,15,697891.00,38.2, ,,,,,,,Democratic,
1936 - Roosevelt,Montana,230502.00,159690.00,69.3,4,63598.00,27.6, ,,,,,,,Democratic,
1936 - Roosevelt,Nebraska,608023.00,347445.00,57.1,7,247731.00,40.7, ,,,,,,,Democratic,
1936 - Roosevelt,Nevada,43848.00,31925.00,72.8,3,11923.00,27.2, ,,,,,,,Democratic,
1936 - Roosevelt,New Hampshire,218114.00,108460.00,49.7,4,104642.00,48, ,,,,,,,Democratic,
1936 - Roosevelt,New Jersey,1820437.00,1083850.00,59.5,16,720322.00,39.6, ,,,,,,,Democratic,
1936 - Roosevelt,New Mexico,169135.00,106037.00,62.7,3,61727.00,36.5, ,,,,,,,Democratic,
1936 - Roosevelt,New York,5596398.00,3293222.00,58.8,47,2180670.00,39, ,,,,,,,Democratic,
1936 - Roosevelt,North Carolina,839475.00,616141.00,73.4,13,223294.00,26.6, ,,,,,,,Democratic,
1936 - Roosevelt,North Dakota,273716.00,163148.00,59.6,4,72751.00,26.6, ,,,,,,,Democratic,
1936 - Roosevelt,Ohio,3012660.00,1747140.00,58,26,1127855.00,37.4, ,,,,,,,Democratic,
1936 - Roosevelt,Oklahoma,749740.00,501069.00,66.8,11,245122.00,32.7, ,,,,,,,Democratic,
1936 - Roosevelt,Oregon,414021.00,266733.00,64.4,5,122706.00,29.6, ,,,,,,,Democratic,
1936 - Roosevelt,Pennsylvania,4138105.00,2353788.00,56.9,36,1690300.00,40.8, ,,,,,,,Democratic,
1936 - Roosevelt,Rhode Island,310278.00,164338.00,53,4,125031.00,40.3, ,,,,,,,Democratic,
1936 - Roosevelt,South Carolina,115437.00,113791.00,98.6,8,1646.00,1.4, ,,,,,,,Democratic,
1936 - Roosevelt,South Dakota,296452.00,160137.00,54,4,125977.00,42.5, ,,,,,,,Democratic,
1936 - Roosevelt,Tennessee,475533.00,327083.00,68.8,11,146516.00,30.8, ,,,,,,,Democratic,
1936 - Roosevelt,Texas,843482.00,734485.00,87.1,23,103874.00,12.3, ,,,,,,,Democratic,
1936 - Roosevelt,Utah,216679.00,150248.00,69.3,4,64555.00,29.8, ,,,,,,,Democratic,
1936 - Roosevelt,Vermont,143689.00,62124.00,43.2, ,81023.00,56.4,3,,,,,,,Republican,
1936 - Roosevelt,Virginia,334590.00,234980.00,70.2,11,98336.00,29.4, ,,,,,,,Democratic,
1936 - Roosevelt,Washington,692338.00,459579.00,66.4,8,206892.00,29.9, ,,,,,,,Democratic,
1936 - Roosevelt,West Virginia,829945.00,502582.00,60.6,8,325358.00,39.2, ,,,,,,,Democratic,
1936 - Roosevelt,Wisconsin,1258560.00,802984.00,63.8,12,380828.00,30.3, ,,,,,,,Democratic,
1936 - Roosevelt,Wyoming,103382.00,62624.00,60.6,3,38739.00,37.5, ,,,,,,,Democratic,
1940 - Roosevelt,Alabama,294219.00,250726.00,85.2,11,42184.00,14.3,,,,,,,,Democratic,
1940 - Roosevelt,Arizona,150039.00,95267.00,63.5,3,54030.00,36,,,,,,,,Democratic,
1940 - Roosevelt,Arkansas,200429.00,157213.00,78.4,9,42122.00,21,,,,,,,,Democratic,
1940 - Roosevelt,California,3268791.00,1877618.00,57.4,22,1351419.00,41.3,,,,,,,,Democratic,
1940 - Roosevelt,Colorado,549004.00,265554.00,48.4,,279576.00,50.9,6,,,,,,,Republican,
1940 - Roosevelt,Connecticut,781502.00,417621.00,53.4,8,361819.00,46.3,,,,,,,,Democratic,
1940 - Roosevelt,Delaware,136374.00,74599.00,54.7,3,61440.00,45.1,,,,,,,,Democratic,
1940 - Roosevelt,Florida,485640.00,359334.00,74,7,126158.00,26,,,,,,,,Democratic,
1940 - Roosevelt,Georgia,312686.00,265194.00,84.8,12,46495.00,14.9,,,,,,,,Democratic,
1940 - Roosevelt,Idaho,235168.00,127842.00,54.4,4,106553.00,45.3,,,,,,,,Democratic,
1940 - Roosevelt,Illinois,4217935.00,2149934.00,51,29,2047240.00,48.5,,,,,,,,Democratic,
1940 - Roosevelt,Indiana,1782747.00,874063.00,49,,899466.00,50.5,14,,,,,,,Republican,
1940 - Roosevelt,Iowa,1215432.00,578802.00,47.6,,632370.00,52,11,,,,,,,Republican,
1940 - Roosevelt,Kansas,860297.00,364725.00,42.4,,489169.00,56.9,9,,,,,,,Republican,
1940 - Roosevelt,Kentucky,970163.00,557322.00,57.4,11,410384.00,42.3,,,,,,,,Democratic,
1940 - Roosevelt,Louisiana,372305.00,319751.00,85.9,10,52446.00,14.1,,,,,,,,Democratic,
1940 - Roosevelt,Maine,320840.00,156478.00,48.8,,163951.00,51.1,5,,,,,,,Republican,
1940 - Roosevelt,Maryland,660104.00,384546.00,58.3,8,269534.00,40.8,,,,,,,,Democratic,
1940 - Roosevelt,Massachusetts,2026993.00,1076522.00,53.1,17,939700.00,46.4,,,,,,,,Democratic,
1940 - Roosevelt,Michigan,2085929.00,1032991.00,49.5,,1039917.00,49.9,19,,,,,,,Republican,
1940 - Roosevelt,Minnesota,1251188.00,644196.00,51.5,11,596274.00,47.7,,,,,,,,Democratic,
1940 - Roosevelt,Mississippi,175824.00,168267.00,95.7,9,7364.00,4.2,,,,,,,,Democratic,
1940 - Roosevelt,Missouri,1833729.00,958476.00,52.3,15,871009.00,47.5,,,,,,,,Democratic,
1940 - Roosevelt,Montana,247873.00,145698.00,58.8,4,99579.00,40.2,,,,,,,,Democratic,
1940 - Roosevelt,Nebraska,615878.00,263677.00,42.8,,352201.00,57.2,7,,,,,,,Republican,
1940 - Roosevelt,Nevada,53174.00,31945.00,60.1,3,21229.00,39.9,,,,,,,,Democratic,
1940 - Roosevelt,New Hampshire,235419.00,125292.00,53.2,4,110127.00,46.8,,,,,,,,Democratic,
1940 - Roosevelt,New Jersey,1972552.00,1016808.00,51.5,16,945475.00,47.9,,,,,,,,Democratic,
1940 - Roosevelt,New Mexico,183258.00,103699.00,56.6,3,79315.00,43.3,,,,,,,,Democratic,
1940 - Roosevelt,New York,6301596.00,3251918.00,51.6,47,3027478.00,48,,,,,,,,Democratic,
1940 - Roosevelt,North Carolina,822648.00,609015.00,74,13,213633.00,26,,,,,,,,Democratic,
1940 - Roosevelt,North Dakota,280775.00,124036.00,44.2,,154590.00,55.1,4,,,,,,,Republican,
1940 - Roosevelt,Ohio,3319912.00,1733139.00,52.2,26,1586773.00,47.8,,,,,,,,Democratic,
1940 - Roosevelt,Oklahoma,826212.00,474313.00,57.4,11,348872.00,42.2,,,,,,,,Democratic,
1940 - Roosevelt,Oregon,481240.00,258415.00,53.7,5,219555.00,45.6,,,,,,,,Democratic,
1940 - Roosevelt,Pennsylvania,4078714.00,2171035.00,53.2,36,1889848.00,46.3,,,,,,,,Democratic,
1940 - Roosevelt,Rhode Island,321152.00,182181.00,56.7,4,138654.00,43.2,,,,,,,,Democratic,
1940 - Roosevelt,South Carolina,99830.00,95470.00,95.6,8,4360.00,4.4,,,,,,,,Democratic,
1940 - Roosevelt,South Dakota,308427.00,131362.00,42.6,,177065.00,57.4,4,,,,,,,Republican,
1940 - Roosevelt,Tennessee,522823.00,351601.00,67.3,11,169153.00,32.4,,,,,,,,Democratic,
1940 - Roosevelt,Texas,1041168.00,840151.00,80.7,23,199152.00,19.1,,,,,,,,Democratic,
1940 - Roosevelt,Utah,247819.00,154277.00,62.3,4,93151.00,37.6,,,,,,,,Democratic,
1940 - Roosevelt,Vermont,143062.00,64269.00,44.9,,78371.00,54.8,3,,,,,,,Republican,
1940 - Roosevelt,Virginia,346608.00,235961.00,68.1,11,109363.00,31.6,,,,,,,,Democratic,
1940 - Roosevelt,Washington,793833.00,462145.00,58.2,8,322123.00,40.6,,,,,,,,Democratic,
1940 - Roosevelt,West Virginia,868076.00,495662.00,57.1,8,372414.00,42.9,,,,,,,,Democratic,
1940 - Roosevelt,Wisconsin,1405522.00,704821.00,50.1,12,679206.00,48.3,,,,,,,,Democratic,
1940 - Roosevelt,Wyoming,112240.00,59287.00,52.8,3,52633.00,46.9,,,,,,,,Democratic,
1944 - Roosevelt,Alabama,244743.00,198918.00,81.3,11,44540.00,18.2,,,,,,,,Democratic,
1944 - Roosevelt,Arizona,137634.00,80926.00,58.8,4,56287.00,40.9,,,,,,,,Democratic,
1944 - Roosevelt,Arkansas,212954.00,148965.00,70,9,63551.00,29.8,,,,,,,,Democratic,
1944 - Roosevelt,California,3520875.00,1988564.00,56.5,25,1512965.00,43,,,,,,,,Democratic,
1944 - Roosevelt,Colorado,505039.00,234331.00,46.4,,268731.00,53.2,6,,,,,,,Republican,
1944 - Roosevelt,Connecticut,831990.00,435146.00,52.3,8,390527.00,46.9,,,,,,,,Democratic,
1944 - Roosevelt,Delaware,125361.00,68166.00,54.4,3,56747.00,45.3,,,,,,,,Democratic,
1944 - Roosevelt,Florida,482803.00,339377.00,70.3,8,143215.00,29.7,,,,,,,,Democratic,
1944 - Roosevelt,Georgia,328129.00,268187.00,81.7,12,56506.00,17.2,,,,,,,,Democratic,
1944 - Roosevelt,Idaho,208321.00,107399.00,51.6,4,100137.00,48.1,,,,,,,,Democratic,
1944 - Roosevelt,Illinois,4036061.00,2079479.00,51.5,28,1939314.00,48,,,,,,,,Democratic,
1944 - Roosevelt,Indiana,1672091.00,781403.00,46.7,,875891.00,52.4,13,,,,,,,Republican,
1944 - Roosevelt,Iowa,1052599.00,499876.00,47.5,,547267.00,52,10,,,,,,,Republican,
1944 - Roosevelt,Kansas,733776.00,287458.00,39.2,,442096.00,60.2,8,,,,,,,Republican,
1944 - Roosevelt,Kentucky,867924.00,472589.00,54.5,11,392448.00,45.2,,,,,,,,Democratic,
1944 - Roosevelt,Louisiana,349383.00,281564.00,80.6,10,67750.00,19.4,,,,,,,,Democratic,
1944 - Roosevelt,Maine,296400.00,140631.00,47.4,,155434.00,52.4,5,,,,,,,Republican,
1944 - Roosevelt,Maryland,608439.00,315490.00,51.9,8,292949.00,48.1,,,,,,,,Democratic,
1944 - Roosevelt,Massachusetts,1960665.00,1035296.00,52.8,16,921350.00,47,,,,,,,,Democratic,
1944 - Roosevelt,Michigan,2205223.00,1106899.00,50.2,19,1084423.00,49.2,,,,,,,,Democratic,
1944 - Roosevelt,Minnesota,1125504.00,589864.00,52.4,11,527416.00,46.9,,,,,,,,Democratic,
1944 - Roosevelt,Mississippi,180234.00,168621.00,93.6,9,11613.00,6.4,,,,,,,,Democratic,
1944 - Roosevelt,Missouri,1571697.00,807356.00,51.4,15,761175.00,48.4,,,,,,,,Democratic,
1944 - Roosevelt,Montana,207355.00,112556.00,54.3,4,93163.00,44.9,,,,,,,,Democratic,
1944 - Roosevelt,Nebraska,563126.00,233246.00,41.4,,329880.00,58.6,6,,,,,,,Republican,
1944 - Roosevelt,Nevada,54234.00,29623.00,54.6,3,24611.00,45.4,,,,,,,,Democratic,
1944 - Roosevelt,New Hampshire,229625.00,119663.00,52.1,4,109916.00,47.9,,,,,,,,Democratic,
1944 - Roosevelt,New Jersey,1963761.00,987874.00,50.3,16,961335.00,49,,,,,,,,Democratic,
1944 - Roosevelt,New Mexico,152225.00,81389.00,53.5,4,70688.00,46.4,,,,,,,,Democratic,
1944 - Roosevelt,New York,6316790.00,3304238.00,52.3,47,2987647.00,47.3,,,,,,,,Democratic,
1944 - Roosevelt,North Carolina,790554.00,527399.00,66.7,14,263155.00,33.3,,,,,,,,Democratic,
1944 - Roosevelt,North Dakota,220182.00,100144.00,45.5,,118535.00,53.8,4,,,,,,,Republican,
1944 - Roosevelt,Ohio,3153056.00,1570763.00,49.8,,1582293.00,50.2,25,,,,,,,Republican,
1944 - Roosevelt,Oklahoma,722636.00,401549.00,55.6,10,319424.00,44.2,,,,,,,,Democratic,
1944 - Roosevelt,Oregon,480147.00,248635.00,51.8,6,225365.00,46.9,,,,,,,,Democratic,
1944 - Roosevelt,Pennsylvania,3794793.00,1940479.00,51.1,35,1835054.00,48.4,,,,,,,,Democratic,
1944 - Roosevelt,Rhode Island,299276.00,175356.00,58.6,4,123487.00,41.3,,,,,,,,Democratic,
1944 - Roosevelt,South Carolina,103382.00,90601.00,87.6,8,4554.00,4.4,,,,,,,,Democratic,
1944 - Roosevelt,South Dakota,232076.00,96711.00,41.7,,135365.00,58.3,4,,,,,,,Republican,
1944 - Roosevelt,Tennessee,510692.00,308707.00,60.4,12,200311.00,39.2,,,,,,,,Democratic,
1944 - Roosevelt,Texas,1150334.00,821605.00,71.4,23,191423.00,16.6,,,,,,,,Democratic,
1944 - Roosevelt,Utah,248319.00,150088.00,60.4,4,97891.00,39.4,,,,,,,,Democratic,
1944 - Roosevelt,Vermont,125361.00,53820.00,42.9,,71527.00,57.1,3,,,,,,,Republican,
1944 - Roosevelt,Virginia,388485.00,242276.00,62.4,11,145243.00,37.4,,,,,,,,Democratic,
1944 - Roosevelt,Washington,856328.00,486774.00,56.8,8,361689.00,42.2,,,,,,,,Democratic,
1944 - Roosevelt,West Virginia,715596.00,392777.00,54.9,8,322819.00,45.1,,,,,,,,Democratic,
1944 - Roosevelt,Wisconsin,1339152.00,650413.00,48.6,,674532.00,50.4,12,,,,,,,Republican,
1944 - Roosevelt,Wyoming,101340.00,49419.00,48.8,,51921.00,51.2,3,,,,,,,Republican,
1948 - Truman,Alabama,214980.00,0.00,0,,40930.00,19,,171443.00,79.7,11,,,,Other,
1948 - Truman,Arizona,177065.00,95251.00,53.8,4,77597.00,43.8,,0.00,0, ,,,,Democratic,
1948 - Truman,Arkansas,242475.00,149659.00,61.7,9,50959.00,21,,40068.00,16.5, ,,,,Democratic,
1948 - Truman,California,4021538.00,1913134.00,47.6,25,1895269.00,47.1,,1228.00,0, ,,,,Democratic,
1948 - Truman,Colorado,515237.00,267288.00,51.9,6,239714.00,46.5,,0.00,0, ,,,,Democratic,
1948 - Truman,Connecticut,883518.00,423297.00,47.9,,437754.00,49.5,8,0.00,0, ,,,,Republican,
1948 - Truman,Delaware,139073.00,67813.00,48.8,,69588.00,50,3,0.00,0, ,,,,Republican,
1948 - Truman,Florida,577643.00,281988.00,48.8,8,194280.00,33.6,,89755.00,15.5, ,,,,Democratic,
1948 - Truman,Georgia,418844.00,254646.00,60.8,12,76691.00,18.3,,85135.00,20.3, ,,,,Democratic,
1948 - Truman,Idaho,214816.00,107370.00,50,4,101514.00,47.3,,0.00,0, ,,,,Democratic,
1948 - Truman,Illinois,3984046.00,1994715.00,50.1,28,1961103.00,49.2,,0.00,0, ,,,,Democratic,
1948 - Truman,Indiana,1656212.00,807831.00,48.8,,821079.00,49.6,13,0.00,0, ,,,,Republican,
1948 - Truman,Iowa,1038264.00,522380.00,50.3,10,494018.00,47.6,,0.00,0, ,,,,Democratic,
1948 - Truman,Kansas,788819.00,351902.00,44.6,,423039.00,53.6,8,0.00,0, ,,,,Republican,
1948 - Truman,Kentucky,822658.00,466756.00,56.7,11,341210.00,41.5,,10411.00,1.3, ,,,,Democratic,
1948 - Truman,Louisiana,416336.00,136344.00,32.7,,72657.00,17.5,,204290.00,49.1,10,,,,Other,
1948 - Truman,Maine,264787.00,111916.00,42.3,,150234.00,56.7,5,0.00,0, ,,,,Republican,
1948 - Truman,Maryland,596748.00,286521.00,48,,294814.00,49.4,8,2489.00,0.4, ,,,,Republican,
1948 - Truman,Massachusetts,2107146.00,1151788.00,54.7,16,909370.00,43.2,,0.00,0, ,,,,Democratic,
1948 - Truman,Michigan,2109609.00,1003448.00,47.6,,1038595.00,49.2,19,0.00,0, ,,,,Republican,
1948 - Truman,Minnesota,1212226.00,692966.00,57.2,11,483617.00,39.9,,0.00,0, ,,,,Democratic,
1948 - Truman,Mississippi,192190.00,19384.00,10.1,,5043.00,2.6,,167538.00,87.2,9,,,,Other,
1948 - Truman,Missouri,1578628.00,917315.00,58.1,15,655039.00,41.5,,0.00,0, ,,,,Democratic,
1948 - Truman,Montana,224278.00,119071.00,53.1,4,96770.00,43.1,,0.00,0, ,,,,Democratic,
1948 - Truman,Nebraska,488940.00,224165.00,45.8,,264774.00,54.2,6,0.00,0, ,,,,Republican,
1948 - Truman,Nevada,62117.00,31291.00,50.4,3,29357.00,47.3,,0.00,0, ,,,,Democratic,
1948 - Truman,New Hampshire,231440.00,107995.00,46.7,,121299.00,52.4,4,7.00,0, ,,,,Republican,
1948 - Truman,New Jersey,1949555.00,895455.00,45.9,,981124.00,50.3,16,0.00,0, ,,,,Republican,
1948 - Truman,New Mexico,187063.00,105464.00,56.4,4,80303.00,42.9,,0.00,0, ,,,,Democratic,
1948 - Truman,New York,6177337.00,2780204.00,45,,2841163.00,46,47,0.00,0, ,,,,Republican,
1948 - Truman,North Carolina,791209.00,459070.00,58,14,258572.00,32.7,,69652.00,8.8, ,,,,Democratic,
1948 - Truman,North Dakota,220716.00,95812.00,43.4,,115139.00,52.2,4,374.00,0.2, ,,,,Republican,
1948 - Truman,Ohio,2936071.00,1452791.00,49.5,25,1445684.00,49.2,,0.00,0, ,,,,Democratic,
1948 - Truman,Oklahoma,721599.00,452782.00,62.7,10,268817.00,37.3,,0.00,0, ,,,,Democratic,
1948 - Truman,Oregon,524080.00,243147.00,46.4,,260904.00,49.8,6,0.00,0, ,,,,Republican,
1948 - Truman,Pennsylvania,3735348.00,1752426.00,46.9,,1902197.00,50.9,35,0.00,0, ,,,,Republican,
1948 - Truman,Rhode Island,327702.00,188736.00,57.6,4,135787.00,41.4,,0.00,0, ,,,,Democratic,
1948 - Truman,South Carolina,142571.00,34423.00,24.1,,5386.00,3.8,,102607.00,72,8,,,,Other,
1948 - Truman,South Dakota,250105.00,117653.00,47,,129651.00,51.8,4,0.00,0, ,,,,Republican,
1948 - Truman,Tennessee,550283.00,270402.00,49.1,11,202914.00,36.9,,73815.00,13.4,1,,,,Democratic,
1948 - Truman,Texas,1147245.00,750700.00,65.4,23,282240.00,24.6,,106909.00,9.3, ,,,,Democratic,
1948 - Truman,Utah,276306.00,149151.00,54,4,124402.00,45,,0.00,0, ,,,,Democratic,
1948 - Truman,Vermont,123382.00,45557.00,36.9,,75926.00,61.5,3,0.00,0, ,,,,Republican,
1948 - Truman,Virginia,419256.00,200786.00,47.9,11,172070.00,41,,43393.00,10.4, ,,,,Democratic,
1948 - Truman,Washington,905058.00,476165.00,52.6,8,386314.00,42.7,,0.00,0, ,,,,Democratic,
1948 - Truman,West Virginia,748750.00,429188.00,57.3,8,316251.00,42.2,,0.00,0, ,,,,Democratic,
1948 - Truman,Wisconsin,1276800.00,647310.00,50.7,12,590959.00,46.3,,0.00,0, ,,,,Democratic,
1948 - Truman,Wyoming,101425.00,52354.00,51.6,3,47947.00,47.3,,0.00,0, ,,,,Democratic,
1952 - Eisenhower,Alabama,426120.00,149231.00,35,,275075.00,64.6,11,,,,,,,Democratic,
1952 - Eisenhower,Arizona,260570.00,152042.00,58.3,4,108528.00,41.7,,,,,,,,Republican,
1952 - Eisenhower,Arkansas,404800.00,177155.00,43.8,,226300.00,55.9,8,,,,,,,Democratic,
1952 - Eisenhower,California,5141849.00,2897310.00,56.3,32,2197548.00,42.7,,,,,,,,Republican,
1952 - Eisenhower,Colorado,630103.00,379782.00,60.3,6,245504.00,39,,,,,,,,Republican,
1952 - Eisenhower,Connecticut,1096911.00,611012.00,55.7,8,481649.00,43.9,,,,,,,,Republican,
1952 - Eisenhower,Delaware,174025.00,90059.00,51.8,3,83315.00,47.9,,,,,,,,Republican,
1952 - Eisenhower,Florida,989337.00,544036.00,55,10,444950.00,45,,,,,,,,Republican,
1952 - Eisenhower,Georgia,655785.00,198961.00,30.3,,456823.00,69.7,12,,,,,,,Democratic,
1952 - Eisenhower,Idaho,276254.00,180707.00,65.4,4,95081.00,34.4,,,,,,,,Republican,
1952 - Eisenhower,Illinois,4481058.00,2457327.00,54.8,27,2013920.00,44.9,,,,,,,,Republican,
1952 - Eisenhower,Indiana,1955049.00,1136259.00,58.1,13,801530.00,41,,,,,,,,Republican,
1952 - Eisenhower,Iowa,1268773.00,808906.00,63.8,10,451513.00,35.6,,,,,,,,Republican,
1952 - Eisenhower,Kansas,896166.00,616302.00,68.8,8,273296.00,30.5,,,,,,,,Republican,
1952 - Eisenhower,Kentucky,993148.00,495029.00,49.8,,495729.00,49.9,10,,,,,,,Democratic,
1952 - Eisenhower,Louisiana,651952.00,306925.00,47.1,,345027.00,52.9,10,,,,,,,Democratic,
1952 - Eisenhower,Maine,351786.00,232353.00,66,5,118806.00,33.8,,,,,,,,Republican,
1952 - Eisenhower,Maryland,902074.00,499424.00,55.4,9,395337.00,43.8,,,,,,,,Republican,
1952 - Eisenhower,Massachusetts,2383398.00,1292325.00,54.2,16,1083525.00,45.5,,,,,,,,Republican,
1952 - Eisenhower,Michigan,2798592.00,1551529.00,55.4,20,1230657.00,44,,,,,,,,Republican,
1952 - Eisenhower,Minnesota,1379483.00,763211.00,55.3,11,608458.00,44.1,,,,,,,,Republican,
1952 - Eisenhower,Mississippi,285532.00,112966.00,39.6,,172566.00,60.4,8,,,,,,,Democratic,
1952 - Eisenhower,Missouri,1892062.00,959429.00,50.7,13,929830.00,49.1,,,,,,,,Republican,
1952 - Eisenhower,Montana,265037.00,157394.00,59.4,4,106213.00,40.1,,,,,,,,Republican,
1952 - Eisenhower,Nebraska,609660.00,421603.00,69.2,6,188057.00,30.8,,,,,,,,Republican,
1952 - Eisenhower,Nevada,82190.00,50502.00,61.4,3,31688.00,38.6,,,,,,,,Republican,
1952 - Eisenhower,New Hampshire,272950.00,166287.00,60.9,4,106663.00,39.1,,,,,,,,Republican,
1952 - Eisenhower,New Jersey,2418554.00,1373613.00,56.8,16,1015902.00,42,,,,,,,,Republican,
1952 - Eisenhower,New Mexico,238608.00,132170.00,55.4,4,105661.00,44.3,,,,,,,,Republican,
1952 - Eisenhower,New York,7128239.00,3952813.00,55.5,45,3104601.00,43.6,,,,,,,,Republican,
